employee_id,department,database_criticality,days_since_last_rotation,reminders_ignored,magic_link_clicked,caused_breach
EMP-0625,Marketing,Critical,238,10,0,1
EMP-0626,HR,Medium,208,11,0,1
EMP-0627,HR,Critical,370,5,1,1
EMP-0628,Finance,Medium,204,6,0,1
EMP-0629,Sales,Low,129,3,1,0
EMP-0630,Engineering,Low,212,11,1,1
EMP-0631,IT,Critical,136,4,1,1
EMP-0632,IT,Medium,140,2,1,0
EMP-0633,HR,Medium,217,12,0,1
EMP-0634,HR,High,385,3,1,1
EMP-0635,Sales,High,258,6,1,1
EMP-0636,Sales,High,290,9,1,0
EMP-0637,Engineering,Low,381,6,0,1
EMP-0638,IT,Critical,213,7,1,1
EMP-0639,Engineering,Critical,252,6,0,1
EMP-0640,Sales,Medium,399,7,0,1
EMP-0641,Marketing,High,151,1,1,0
EMP-0642,Finance,High,91,3,1,1
EMP-0643,Sales,Critical,62,1,1,0
EMP-0644,Sales,Medium,155,3,0,0
EMP-0645,Finance,Critical,319,6,0,1
EMP-0646,IT,Critical,214,4,1,0
EMP-0647,HR,Low,380,4,1,1
EMP-0648,Finance,High,153,2,1,0
EMP-0649,Sales,High,47,1,1,1
EMP-0650,Sales,Medium,179,2,1,0
EMP-0651,Marketing,Low,214,6,1,1
EMP-0652,Engineering,Medium,43,0,0,0
EMP-0653,IT,Critical,42,1,0,0
EMP-0654,Marketing,Low,240,7,1,1
EMP-0655,Marketing,High,272,4,1,0
EMP-0656,Marketing,Critical,183,10,1,1
EMP-0657,HR,Medium,320,9,0,0
EMP-0658,IT,Critical,263,11,1,1
EMP-0659,Sales,High,223,9,1,0
EMP-0660,Sales,Low,162,2,1,0
EMP-0661,Finance,High,373,12,1,1
EMP-0662,Engineering,Critical,244,6,1,1
EMP-0663,Marketing,High,123,2,0,0
EMP-0664,IT,High,163,3,1,0
EMP-0665,Marketing,Low,283,5,0,1
EMP-0666,Engineering,Critical,71,1,1,0
EMP-0667,IT,Critical,203,9,1,1
EMP-0668,Sales,Medium,273,3,1,0
EMP-0669,Finance,Medium,89,0,1,0
EMP-0670,Finance,Critical,87,0,0,0
EMP-0671,Engineering,Medium,141,2,1,0
EMP-0672,HR,High,202,3,1,1
EMP-0673,Marketing,Low,356,4,1,0
EMP-0674,IT,Medium,301,10,1,0
EMP-0675,HR,Medium,337,7,0,1
EMP-0676,HR,Low,159,3,1,0
EMP-0677,IT,Medium,274,8,1,1
EMP-0678,Marketing,Low,183,5,1,0
EMP-0679,IT,High,103,2,1,0
EMP-0680,IT,Low,313,7,1,1
EMP-0681,Engineering,Medium,295,5,0,0
EMP-0682,IT,Low,260,7,1,1
EMP-0683,HR,Medium,308,9,1,0
EMP-0684,HR,High,80,0,1,0
EMP-0685,HR,High,49,0,0,0
EMP-0686,HR,Critical,257,9,0,1
EMP-0687,Finance,Low,259,5,1,0
EMP-0688,IT,Low,146,3,1,0
EMP-0689,IT,Critical,182,10,0,1
EMP-0690,Finance,Low,317,6,0,1
EMP-0691,HR,Critical,239,10,1,1
EMP-0692,Engineering,Medium,336,7,1,1
EMP-0693,IT,Low,69,0,1,1
EMP-0694,Marketing,Low,286,10,1,0
EMP-0695,Marketing,Medium,48,1,1,0
EMP-0696,IT,Low,337,6,1,0
EMP-0697,Engineering,Critical,373,4,0,0
EMP-0698,Engineering,Critical,55,1,0,1
EMP-0699,HR,Low,143,4,0,1
EMP-0700,Sales,High,139,2,0,0
EMP-0701,Sales,High,81,1,1,0
EMP-0702,Sales,Low,65,0,1,0
EMP-0703,Sales,Critical,342,11,0,1
EMP-0704,HR,Critical,179,4,1,0
EMP-0705,Marketing,High,144,4,1,0
EMP-0706,Finance,Medium,108,1,1,0
EMP-0707,Marketing,High,307,10,0,1
EMP-0708,Finance,Medium,216,7,1,0
EMP-0709,IT,Medium,115,2,1,0
EMP-0710,Finance,Low,350,5,1,0
EMP-0711,IT,Critical,314,6,1,1
EMP-0712,Engineering,High,170,4,1,0
EMP-0713,Finance,High,227,3,0,0
EMP-0714,HR,High,237,9,0,1
EMP-0715,IT,Medium,51,1,1,0
EMP-0716,Engineering,Low,217,3,0,0
EMP-0717,Marketing,High,347,4,1,1
EMP-0718,Finance,Medium,279,9,1,1
EMP-0719,Finance,High,288,11,0,1
EMP-0720,Marketing,Low,325,9,0,1
EMP-0721,Finance,Critical,347,11,0,1
EMP-0722,HR,Low,107,3,1,0
EMP-0723,IT,Critical,38,0,1,0
EMP-0724,Engineering,Medium,315,9,0,1
EMP-0725,HR,Low,141,4,1,0
EMP-0726,Engineering,Medium,50,0,1,0
EMP-0727,HR,Critical,230,11,0,1
EMP-0728,IT,Low,359,12,1,1
EMP-0729,Engineering,Critical,36,0,1,0
EMP-0730,Finance,Critical,146,3,1,0
EMP-0731,Sales,Medium,278,6,0,1
EMP-0732,Engineering,High,386,10,1,1
EMP-0733,Finance,Critical,347,10,0,1
EMP-0734,Finance,Low,162,4,1,0
EMP-0735,Marketing,Critical,392,4,1,0
EMP-0736,Sales,Medium,104,1,0,0
EMP-0737,Marketing,Low,46,0,1,0
EMP-0738,Engineering,High,271,10,0,1
EMP-0739,Marketing,Medium,347,4,1,0
EMP-0740,Engineering,Low,207,7,0,1
EMP-0741,IT,Medium,170,4,0,0
EMP-0742,HR,Critical,211,3,0,0
EMP-0743,HR,Critical,38,1,0,0
EMP-0744,HR,High,339,3,1,1
EMP-0745,Sales,Medium,177,4,1,0
EMP-0746,Sales,High,260,10,1,0
EMP-0747,Marketing,Low,397,4,1,0
EMP-0748,Finance,High,99,2,1,0
EMP-0749,Sales,Medium,291,3,1,0
EMP-0750,Engineering,High,78,0,1,0
EMP-0751,Finance,Medium,131,2,1,0
EMP-0752,Sales,Medium,242,7,1,1
EMP-0753,IT,Critical,171,1,1,0
EMP-0754,Sales,Critical,338,11,1,1
EMP-0755,HR,Critical,378,4,0,1
EMP-0756,IT,High,135,2,0,0
EMP-0757,Engineering,Low,335,3,1,1
EMP-0758,Finance,Medium,132,4,0,0
EMP-0759,IT,High,341,10,1,0
EMP-0760,IT,Critical,367,4,0,0
EMP-0761,Marketing,Critical,35,0,0,0
EMP-0762,Sales,Critical,318,10,1,0
EMP-0763,IT,Medium,386,7,0,0
EMP-0764,Engineering,Critical,224,5,0,1
EMP-0765,Marketing,High,39,0,1,0
EMP-0766,Marketing,High,165,3,0,1
EMP-0767,Finance,Medium,141,4,1,0
EMP-0768,Marketing,High,385,6,1,1
EMP-0769,Sales,High,68,1,0,0
EMP-0770,Sales,Critical,212,11,0,1
EMP-0771,Marketing,Low,338,6,0,1
EMP-0772,HR,Low,163,3,0,0
EMP-0773,Engineering,Low,88,1,0,1
EMP-0774,Sales,Critical,155,1,0,1
EMP-0775,IT,Low,342,8,1,1
EMP-0776,IT,Medium,372,8,0,1
EMP-0777,Engineering,Low,340,11,1,1
EMP-0778,IT,Critical,65,1,0,0
EMP-0779,Engineering,Low,273,8,1,1
EMP-0780,Sales,Medium,179,3,1,0
EMP-0781,HR,Medium,74,0,0,0
EMP-0782,Finance,Low,129,3,1,0
EMP-0783,Marketing,Low,154,2,0,0
EMP-0784,Marketing,Critical,311,4,1,1
EMP-0785,Marketing,High,273,5,1,0
EMP-0786,Finance,Medium,386,7,1,0
EMP-0787,IT,High,239,7,1,1
EMP-0788,Marketing,Medium,208,9,1,1
EMP-0789,Finance,Medium,140,4,0,0
EMP-0790,Engineering,High,366,4,1,1
EMP-0791,Engineering,Medium,378,12,1,1
EMP-0792,Marketing,Medium,144,3,0,0
EMP-0793,HR,Critical,143,3,1,0
EMP-0794,HR,Critical,188,8,1,1
EMP-0795,HR,Low,282,5,0,0
EMP-0796,IT,Low,77,1,0,0
EMP-0797,Engineering,Critical,345,4,0,0
EMP-0798,HR,High,125,4,1,0
EMP-0799,Finance,Medium,368,12,0,1
EMP-0800,IT,Critical,264,3,1,1
EMP-0801,IT,Medium,40,1,0,0
EMP-0802,HR,Low,194,6,1,1
EMP-0803,Finance,High,41,1,0,0
EMP-0804,Finance,Critical,198,9,1,1
EMP-0805,Marketing,Critical,360,8,1,1
EMP-0806,Finance,Critical,112,2,0,0
EMP-0807,Sales,High,88,1,1,0
EMP-0808,Marketing,Low,36,1,1,0
EMP-0809,Sales,Low,335,3,1,0
EMP-0810,HR,Medium,59,1,1,0
EMP-0811,Finance,Low,329,3,1,0
EMP-0812,Finance,Medium,298,9,1,1
EMP-0813,Finance,High,43,1,1,0
EMP-0814,Finance,High,149,2,1,0
EMP-0815,Marketing,Low,42,0,1,0
EMP-0816,Engineering,Critical,83,1,1,0
EMP-0817,Finance,Low,213,8,1,0
EMP-0818,Engineering,Critical,116,3,0,0
EMP-0819,Marketing,High,375,9,1,1
EMP-0820,IT,Critical,71,1,0,0
EMP-0821,Engineering,Low,295,9,1,0
EMP-0822,Finance,High,314,8,0,1
EMP-0823,Finance,Critical,263,3,1,0
EMP-0824,Sales,High,124,2,1,0
EMP-0825,IT,High,301,4,0,0
EMP-0826,Engineering,Medium,286,6,0,1
EMP-0827,Marketing,Critical,109,3,1,0
EMP-0828,Engineering,Low,247,12,1,1
EMP-0829,IT,Low,116,3,0,0
EMP-0830,HR,Critical,172,1,0,0
EMP-0831,IT,Low,376,12,1,1
EMP-0832,HR,Critical,357,6,1,1
EMP-0833,Engineering,Medium,295,5,1,1
EMP-0834,Marketing,Low,198,10,1,0
EMP-0835,IT,High,59,0,1,0
EMP-0836,Finance,High,349,4,0,1
EMP-0837,Finance,Medium,124,2,1,0
EMP-0838,Engineering,High,111,3,0,0
EMP-0839,Engineering,High,245,11,1,1
EMP-0840,Finance,Critical,107,3,1,1
EMP-0841,HR,Medium,349,3,1,0
EMP-0842,HR,Critical,343,4,1,1
EMP-0843,HR,High,313,8,0,1
EMP-0844,IT,Critical,192,10,0,0
EMP-0845,Marketing,Critical,335,6,1,1
EMP-0846,IT,Low,197,8,1,0
EMP-0847,HR,Low,385,12,1,1
EMP-0848,HR,Low,42,0,1,0
EMP-0849,Marketing,Low,349,12,0,1
EMP-0850,HR,Critical,35,1,1,1
EMP-0851,HR,Medium,310,4,1,0
EMP-0852,HR,Low,400,11,1,1
EMP-0853,Engineering,Critical,103,4,1,0
EMP-0854,HR,Low,379,4,1,0
EMP-0855,Finance,Low,106,4,1,0
EMP-0856,Engineering,Critical,152,1,0,1
EMP-0857,Finance,Medium,40,1,1,0
EMP-0858,Finance,Medium,136,3,0,0
EMP-0859,Engineering,Medium,239,7,1,1
EMP-0860,Sales,High,116,1,0,0
EMP-0861,HR,Critical,316,6,0,1
EMP-0862,HR,High,254,9,1,1
EMP-0863,IT,High,377,12,1,0
EMP-0864,HR,Critical,70,0,1,0
EMP-0865,Engineering,High,89,0,1,0
EMP-0866,Sales,High,368,5,1,0
EMP-0867,Marketing,High,308,5,1,1
EMP-0868,HR,High,117,4,1,0
EMP-0869,Marketing,High,31,0,1,0
EMP-0870,Engineering,High,30,1,0,1
EMP-0871,Finance,Critical,202,7,0,1
EMP-0872,Sales,Critical,233,7,1,1
EMP-0873,Sales,High,367,8,1,1
EMP-0874,IT,High,310,6,1,1
EMP-0875,Sales,Critical,356,12,0,1
EMP-0876,Sales,Medium,373,11,1,1
EMP-0877,IT,Low,67,0,0,0
EMP-0878,IT,High,340,11,1,0
EMP-0879,Engineering,Medium,98,4,0,0
EMP-0880,Engineering,Low,139,3,0,0
EMP-0881,IT,High,148,3,1,0
EMP-0882,Engineering,Critical,138,4,0,0
EMP-0883,Marketing,High,305,8,1,0
EMP-0884,Marketing,Critical,317,10,1,1
EMP-0885,Sales,Medium,130,3,1,0
EMP-0886,Finance,Critical,387,5,0,0
EMP-0887,Finance,Critical,108,2,0,1
EMP-0888,HR,High,133,4,1,0
EMP-0889,IT,Low,394,11,1,1
EMP-0890,HR,Low,150,4,0,0
EMP-0891,Marketing,High,175,3,1,0
EMP-0892,Marketing,High,141,3,1,1
EMP-0893,IT,Low,93,2,1,0
EMP-0894,Finance,High,235,4,1,0
EMP-0895,Sales,Low,320,9,1,1
EMP-0896,Finance,Low,267,4,0,1
EMP-0897,Sales,Critical,272,8,0,1
EMP-0898,Engineering,Low,369,6,1,1
EMP-0899,Engineering,Critical,218,8,0,1
EMP-0900,Sales,High,117,4,0,0
EMP-0901,Marketing,Medium,246,3,0,0
EMP-0902,HR,Critical,97,2,1,0
EMP-0903,Finance,Critical,216,3,1,1
EMP-0904,IT,High,78,1,1,0
EMP-0905,Marketing,Low,296,12,1,1
EMP-0906,HR,Low,227,7,0,0
EMP-0907,Finance,Critical,232,10,0,1
EMP-0908,IT,Medium,30,0,1,0
EMP-0909,Finance,Critical,46,1,0,1
EMP-0910,IT,Low,147,1,1,0
EMP-0911,Marketing,Medium,384,12,0,0
EMP-0912,IT,Low,237,11,1,1
EMP-0913,Finance,High,111,3,1,1
EMP-0914,Marketing,Low,163,4,0,0
EMP-0915,Engineering,Critical,155,2,1,0
EMP-0916,Engineering,Critical,287,11,1,1
EMP-0917,Finance,Low,193,8,1,1
EMP-0918,Engineering,Medium,323,5,1,0
EMP-0919,IT,Medium,42,0,1,0
EMP-0920,HR,Critical,389,6,0,1
EMP-0921,HR,Low,61,0,1,0
EMP-0922,Engineering,Low,325,7,1,0
EMP-0923,Engineering,Medium,231,6,0,1
EMP-0924,HR,Low,62,1,0,0
EMP-0925,Finance,Low,390,7,1,1
EMP-0926,Engineering,Critical,288,5,1,0
EMP-0927,Finance,High,349,4,1,0
EMP-0928,Engineering,Critical,116,1,0,0
EMP-0929,Marketing,Low,332,12,0,1
EMP-0930,Marketing,High,96,4,1,0
EMP-0931,Finance,Medium,197,10,0,1
EMP-0932,IT,Medium,130,3,0,0
EMP-0933,HR,Critical,366,10,1,1
EMP-0934,Engineering,High,175,4,1,0
EMP-0935,HR,Medium,104,1,0,0
EMP-0936,Sales,Critical,264,11,1,1
EMP-0937,Sales,Medium,319,10,1,1
EMP-0938,HR,High,167,2,1,0
EMP-0939,Engineering,Medium,102,1,1,0
EMP-0940,Sales,Critical,128,2,1,0
EMP-0941,Sales,Medium,341,7,1,0
EMP-0942,Engineering,Low,143,4,1,0
EMP-0943,Finance,Critical,70,0,1,0
EMP-0944,Finance,Critical,177,4,1,0
EMP-0945,Finance,High,167,4,0,0
EMP-0946,Sales,High,78,0,0,0
EMP-0947,HR,High,34,0,1,0
EMP-0948,Engineering,Low,199,8,1,0
EMP-0949,HR,Critical,225,6,1,1
EMP-0950,Marketing,Medium,199,10,1,0
EMP-0951,Finance,Medium,191,9,1,0
EMP-0952,IT,Critical,216,7,1,0
EMP-0953,Sales,Medium,305,6,0,1
EMP-0954,IT,Low,361,8,1,0
EMP-0955,Engineering,Critical,123,4,1,0
EMP-0956,Marketing,High,244,12,1,1
EMP-0957,Finance,Medium,58,1,1,0
EMP-0958,Engineering,Medium,62,1,1,0
EMP-0959,IT,High,323,8,1,1
EMP-0960,IT,High,346,7,0,0
EMP-0961,Marketing,Low,356,7,1,1
EMP-0962,Finance,Low,298,4,0,0
EMP-0963,Finance,Critical,155,3,1,1
EMP-0964,IT,High,275,9,1,0
EMP-0965,IT,Medium,244,5,1,1
EMP-0966,Engineering,High,193,5,0,0
EMP-0967,Sales,Medium,271,12,0,1
EMP-0968,IT,Critical,203,4,1,1
EMP-0969,HR,Medium,40,1,1,0
EMP-0970,Engineering,Critical,75,1,0,0
EMP-0971,Engineering,Critical,168,3,1,0
EMP-0972,Finance,High,241,3,0,1
EMP-0973,HR,Low,96,2,1,0
EMP-0974,Sales,Low,158,4,1,0
EMP-0975,Sales,High,151,2,1,0
EMP-0976,Marketing,Low,199,5,1,0
EMP-0977,Marketing,Low,359,3,0,0
EMP-0978,Finance,Critical,335,10,1,0
EMP-0979,HR,High,194,3,1,0
EMP-0980,Sales,Low,211,10,1,1
EMP-0981,IT,Low,196,4,1,0
EMP-0982,IT,High,50,1,1,0
EMP-0983,HR,Critical,254,5,1,1
EMP-0984,IT,High,239,5,0,1
EMP-0985,Marketing,Medium,74,1,0,0
EMP-0986,HR,Medium,284,9,1,0
EMP-0987,Finance,Low,178,2,0,1
EMP-0988,IT,Critical,203,9,1,1
EMP-0989,Sales,Low,130,2,1,0
EMP-0990,Sales,High,275,12,1,1
EMP-0991,IT,High,362,11,0,1
EMP-0992,HR,Low,298,12,1,0
EMP-0993,Finance,Medium,368,12,1,1
EMP-0994,Sales,Critical,166,4,1,0
EMP-0995,Engineering,Low,269,6,1,1
EMP-0996,Finance,High,261,8,1,1
EMP-0997,Sales,Medium,259,6,1,1
EMP-0998,Sales,Critical,351,9,1,1
EMP-0999,Marketing,Low,186,7,1,0
EMP-1000,Finance,Low,85,1,1,0
EMP-1001,Marketing,Critical,194,11,1,1
EMP-1002,Sales,High,315,3,1,0
EMP-1003,Marketing,High,280,5,1,1
EMP-1004,HR,Low,141,4,1,0
EMP-1005,IT,Medium,275,4,1,0
EMP-1006,Finance,High,81,1,1,0
EMP-1007,Marketing,High,316,6,1,1
EMP-1008,Marketing,Medium,356,3,0,0
EMP-1009,Marketing,Low,288,8,1,1
EMP-1010,IT,Critical,50,0,0,0
EMP-1011,HR,High,125,2,1,0
EMP-1012,Marketing,High,154,3,0,0
EMP-1013,Sales,Critical,300,6,0,1
EMP-1014,Finance,High,123,1,1,0
EMP-1015,HR,Critical,313,6,1,1
EMP-1016,IT,High,150,4,0,0
EMP-1017,IT,Critical,246,8,1,1
EMP-1018,HR,High,391,7,1,1
EMP-1019,IT,Medium,87,1,1,0
EMP-1020,IT,Low,62,0,1,0
EMP-1021,Engineering,Low,253,6,1,0
EMP-1022,Engineering,Low,372,8,1,1
EMP-1023,Marketing,Medium,80,1,1,0
EMP-1024,Finance,Medium,246,11,0,1
EMP-1025,Finance,High,347,3,0,1
EMP-1026,Finance,High,73,0,0,0
EMP-1027,Sales,Medium,382,10,1,1
EMP-1028,IT,Low,251,6,1,0
EMP-1029,Engineering,Medium,314,4,1,0
EMP-1030,Engineering,Low,122,4,1,0
EMP-1031,IT,Medium,176,4,1,0
EMP-1032,IT,Critical,170,3,0,0
EMP-1033,IT,Medium,295,5,0,0
EMP-1034,IT,Low,318,10,1,1
EMP-1035,HR,Low,99,1,1,0
EMP-1036,IT,Low,357,10,1,0
EMP-1037,Marketing,Low,194,9,1,1
EMP-1038,Marketing,High,224,10,0,1
EMP-1039,IT,Low,372,7,1,1
EMP-1040,IT,High,352,6,1,0
EMP-1041,Marketing,Medium,228,11,0,0
EMP-1042,Engineering,Critical,358,7,0,1
EMP-1043,HR,High,193,5,1,1
EMP-1044,Finance,Medium,365,9,0,0
EMP-1045,Sales,Medium,155,4,1,0
EMP-1046,HR,Medium,87,1,1,0
EMP-1047,Engineering,Critical,91,4,1,0
EMP-1048,Sales,Low,41,0,1,0
EMP-1049,Marketing,Critical,111,4,0,0
EMP-1050,Engineering,Critical,320,3,1,0
EMP-1051,HR,Low,202,9,1,0
EMP-1052,Engineering,Critical,33,1,1,1
EMP-1053,Sales,Critical,257,11,1,1
EMP-1054,Engineering,Medium,270,5,1,0
EMP-1055,IT,Low,363,8,0,1
EMP-1056,Marketing,High,369,12,1,1
EMP-1057,Engineering,Low,254,8,1,0
EMP-1058,Finance,Critical,268,7,1,0
EMP-1059,Sales,High,396,12,1,1
EMP-1060,Engineering,Low,357,5,1,0
EMP-1061,Finance,High,298,4,1,1
EMP-1062,Engineering,Low,75,1,1,0
EMP-1063,HR,High,234,6,1,1
EMP-1064,HR,Low,385,12,1,0
EMP-1065,HR,Low,264,11,1,1
EMP-1066,IT,Critical,277,12,0,1
EMP-1067,HR,Critical,93,4,0,0
EMP-1068,Engineering,Critical,72,1,1,0
EMP-1069,Sales,Low,256,10,1,1
EMP-1070,IT,Medium,289,8,1,1
EMP-1071,IT,High,35,0,0,0
EMP-1072,Engineering,Low,374,4,1,1
EMP-1073,HR,Critical,87,0,1,0
EMP-1074,IT,High,294,10,1,1
EMP-1075,Finance,High,207,3,0,1
EMP-1076,IT,High,49,1,0,0
EMP-1077,Sales,Low,165,1,0,0
EMP-1078,Marketing,Critical,378,10,1,0
EMP-1079,Marketing,Medium,321,6,1,1
EMP-1080,HR,Low,263,12,1,0
EMP-1081,Sales,Medium,264,8,1,1
EMP-1082,Marketing,Low,237,7,1,0
EMP-1083,Marketing,High,103,3,1,0
EMP-1084,Sales,Medium,125,3,1,0
EMP-1085,IT,Low,74,1,1,0
EMP-1086,Engineering,Low,205,10,1,1
EMP-1087,Marketing,High,258,4,1,0
EMP-1088,Finance,Medium,255,5,0,0
EMP-1089,IT,Critical,261,9,1,0
EMP-1090,IT,Critical,129,2,1,0
EMP-1091,Finance,Medium,37,0,1,0
EMP-1092,HR,Low,300,6,1,0
EMP-1093,Finance,Medium,364,12,1,1
EMP-1094,Sales,Critical,334,11,0,1
EMP-1095,Sales,High,382,10,1,1
EMP-1096,HR,Low,238,8,0,1
EMP-1097,HR,Critical,217,7,1,1
EMP-1098,IT,Critical,395,8,1,1
EMP-1099,Finance,Low,141,2,1,0
EMP-1100,IT,Medium,43,1,1,1
EMP-1101,IT,Low,346,5,1,0
EMP-1102,Marketing,Medium,398,8,1,1
EMP-1103,IT,Medium,295,3,1,0
EMP-1104,Marketing,Low,33,0,0,1
EMP-1105,IT,High,237,4,0,1
EMP-1106,Sales,High,344,12,0,1
EMP-1107,Marketing,Critical,165,1,1,0
EMP-1108,Engineering,Low,250,9,0,1
EMP-1109,Marketing,High,262,6,1,0
EMP-1110,Marketing,Medium,233,6,0,1
EMP-1111,Engineering,Medium,107,3,1,0
EMP-1112,Marketing,Critical,339,12,1,1
EMP-1113,HR,Low,216,10,1,1
EMP-1114,Sales,Critical,296,10,1,1
EMP-1115,HR,High,137,1,1,0
EMP-1116,HR,High,273,12,0,1
EMP-1117,Finance,Critical,131,4,1,0
EMP-1118,Finance,High,203,3,1,0
EMP-1119,IT,Low,312,12,1,0
EMP-1120,Sales,High,112,2,1,0
EMP-1121,IT,Critical,126,3,1,0
EMP-1122,HR,Critical,272,7,1,1
EMP-1123,Marketing,High,229,7,1,1
EMP-1124,HR,Critical,235,7,1,1
EMP-1125,Finance,Critical,147,1,0,0
EMP-1126,Finance,Medium,141,4,0,0
EMP-1127,HR,High,88,0,1,0
EMP-1128,IT,Low,158,2,1,0
EMP-1129,Finance,High,351,4,0,0
EMP-1130,IT,Critical,317,4,1,1
EMP-1131,Marketing,High,317,11,0,1
EMP-1132,IT,Medium,93,3,1,1
EMP-1133,IT,High,37,1,1,0
EMP-1134,HR,High,71,1,1,0
EMP-1135,HR,Critical,347,12,1,1
EMP-1136,Sales,Medium,34,0,1,0
EMP-1137,HR,Critical,225,10,0,1
EMP-1138,Finance,Medium,202,4,1,0
EMP-1139,IT,High,266,7,1,1
EMP-1140,IT,Low,256,10,1,1
EMP-1141,Finance,High,259,10,1,1
EMP-1142,HR,Low,112,1,1,0
EMP-1143,Finance,Critical,316,8,1,1
EMP-1144,HR,High,268,9,1,1
EMP-1145,Marketing,Medium,75,0,1,0
EMP-1146,Engineering,Low,194,3,0,0
EMP-1147,Marketing,Medium,366,3,0,0
EMP-1148,Marketing,Critical,209,11,0,1
EMP-1149,Sales,High,229,7,1,1
EMP-1150,Engineering,Low,57,1,1,0
EMP-1151,IT,High,358,7,1,1
EMP-1152,HR,Critical,123,4,1,0
EMP-1153,IT,High,395,7,1,0
EMP-1154,IT,Medium,359,4,1,1
EMP-1155,Finance,Low,46,1,1,0
EMP-1156,Sales,High,183,6,1,1
EMP-1157,Finance,Critical,369,4,1,0
EMP-1158,IT,Low,351,7,0,1
EMP-1159,Engineering,Low,365,10,1,1
EMP-1160,Finance,High,366,6,1,1
EMP-1161,Engineering,Low,121,2,0,0
EMP-1162,Sales,Critical,288,4,0,0
EMP-1163,Sales,Low,56,0,1,0
EMP-1164,IT,Medium,128,3,1,0
EMP-1165,Finance,High,273,12,1,1
EMP-1166,Sales,Critical,393,4,1,1
EMP-1167,Engineering,Medium,170,2,1,0
EMP-1168,IT,Critical,233,4,1,1
EMP-1169,IT,Low,308,3,1,1
EMP-1170,IT,Medium,49,0,0,0
EMP-1171,Sales,High,61,1,1,1
EMP-1172,HR,Low,228,3,1,1
EMP-1173,Engineering,Critical,138,3,0,0
EMP-1174,HR,Critical,314,6,1,0
EMP-1175,HR,Low,397,8,1,1
EMP-1176,Sales,Medium,181,5,0,0
EMP-1177,Finance,High,192,10,0,0
EMP-1178,IT,Critical,86,0,0,0
EMP-1179,Sales,Critical,360,10,1,1
EMP-1180,Sales,Low,344,11,1,1
EMP-1181,IT,Low,351,8,1,1
EMP-1182,Engineering,Critical,165,4,0,1
EMP-1183,HR,Medium,267,4,1,0
EMP-1184,IT,Low,273,6,1,0
EMP-1185,HR,High,98,1,0,0
EMP-1186,Sales,Medium,147,1,1,0
EMP-1187,HR,Critical,216,4,1,0
EMP-1188,Marketing,Critical,73,0,1,0
EMP-1189,Sales,Low,71,0,1,0
EMP-1190,IT,Low,145,2,1,0
EMP-1191,Marketing,Medium,354,4,1,0
EMP-1192,Engineering,High,266,12,1,1
EMP-1193,Finance,Medium,59,1,0,0
EMP-1194,Sales,Medium,77,0,1,0
EMP-1195,HR,Critical,131,3,0,0
EMP-1196,Sales,High,89,1,0,0
EMP-1197,Sales,Critical,165,4,0,1
EMP-1198,Sales,Medium,239,9,1,0
EMP-1199,HR,High,233,9,0,1
EMP-1200,HR,Critical,197,5,0,0
EMP-1201,Finance,Critical,334,8,1,1
EMP-1202,Engineering,High,323,9,1,0
EMP-1203,Sales,Critical,40,1,1,0
EMP-1204,HR,Medium,273,7,1,1
EMP-1205,HR,Medium,137,3,1,0
EMP-1206,IT,Medium,184,10,1,0
EMP-1207,Finance,Critical,146,1,1,0
EMP-1208,IT,Medium,186,12,1,0
EMP-1209,Finance,High,187,7,1,0
EMP-1210,IT,Critical,97,3,1,0
EMP-1211,Sales,Low,249,10,0,1
EMP-1212,Sales,Medium,371,7,0,1
EMP-1213,Finance,Low,147,4,1,0
EMP-1214,Marketing,Critical,387,3,1,1
EMP-1215,IT,Medium,271,10,1,1
EMP-1216,IT,Critical,172,1,0,0
EMP-1217,HR,High,377,3,1,0
EMP-1218,Engineering,High,263,10,1,1
EMP-1219,Engineering,Low,132,4,1,0
EMP-1220,Sales,Low,313,12,0,1
EMP-1221,Engineering,High,327,4,0,1
EMP-1222,Engineering,Low,112,1,1,0
EMP-1223,Finance,Medium,350,6,1,1
EMP-1224,Finance,Medium,66,1,1,1
EMP-1225,IT,Medium,144,1,1,0
EMP-1226,HR,High,261,9,1,1
EMP-1227,Finance,Low,141,4,1,0
EMP-1228,Engineering,Low,74,0,1,0
EMP-1229,HR,Low,305,12,1,1
EMP-1230,Finance,Low,334,4,0,1
EMP-1231,HR,Medium,340,8,1,1
EMP-1232,IT,High,342,8,1,0
EMP-1233,Marketing,High,400,4,1,0
EMP-1234,HR,Medium,396,8,1,1
EMP-1235,Sales,High,379,4,1,0
EMP-1236,IT,Medium,135,3,1,0
EMP-1237,Sales,Medium,235,9,1,1
EMP-1238,Sales,Medium,160,3,1,1
EMP-1239,Sales,Medium,65,0,1,0
EMP-1240,Finance,Low,37,1,1,0
EMP-1241,HR,Low,343,6,0,1
EMP-1242,Marketing,High,276,5,1,1
EMP-1243,Finance,High,197,4,0,1
EMP-1244,Engineering,High,256,10,1,1
EMP-1245,Sales,Low,238,9,1,0
EMP-1246,IT,Medium,104,3,1,0
EMP-1247,Sales,High,133,3,1,0
EMP-1248,Engineering,Critical,72,1,1,1
EMP-1249,Finance,High,319,11,0,1
EMP-1250,Marketing,Medium,43,0,1,0
EMP-1251,HR,Critical,160,3,0,0
EMP-1252,Engineering,Low,284,6,1,1
EMP-1253,Finance,Critical,116,4,1,0
