employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,is_privileged,is_production,breach_risk_score,caused_breach
EMP-00936,Platform,Manager,PostgreSQL,132,5,3,1,5,87,8,4,0,0,0,34.85,0
EMP-00937,Infrastructure,Tech Lead,Oracle,37,12,4,6,6,27,50,4,0,1,1,100.0,1
EMP-00938,Data Science,Manager,MongoDB,59,10,8,0,7,53,27,8,1,0,0,0.0,0
EMP-00939,Platform,Security Engineer,PostgreSQL,110,0,0,0,3,104,16,9,0,1,1,23.43,0
EMP-00940,Data Science,Tech Lead,PostgreSQL,-23,12,8,2,1,23,44,6,0,1,1,65.89,1
EMP-00941,Finance,Senior Developer,PostgreSQL,11,9,7,2,1,93,16,2,1,0,1,0.0,0
EMP-00942,Infrastructure,Security Engineer,PostgreSQL,134,9,7,1,1,36,49,7,1,1,1,0.0,0
EMP-00943,Engineering,Security Engineer,Oracle,30,7,3,3,4,90,19,2,1,1,1,65.69,1
EMP-00944,Platform,DBA,MongoDB,130,8,2,5,4,23,29,10,1,1,1,39.02,0
EMP-00945,Infrastructure,Platform Engineer,MySQL,174,6,1,3,8,105,16,10,1,0,1,67.31,1
EMP-00946,Platform,SRE,Oracle,24,9,6,1,3,34,22,2,1,1,1,0.0,0
EMP-00947,Compliance,Manager,PostgreSQL,8,1,0,0,6,77,44,9,1,0,0,24.44,0
EMP-00948,Security,SRE,SQL Server,45,2,0,0,1,12,6,8,1,1,1,0.0,0
EMP-00949,Security,Senior Developer,PostgreSQL,159,10,7,1,0,38,12,4,1,0,0,0.0,0
EMP-00950,DevOps,Developer,SQL Server,-39,19,18,0,4,60,39,9,0,0,0,0.0,0
EMP-00951,DevOps,Manager,MySQL,108,1,0,1,1,64,15,3,1,0,1,6.83,0
EMP-00952,Data Science,Analyst,PostgreSQL,13,14,10,2,6,85,18,2,1,0,0,7.98,0
EMP-00953,Operations,Analyst,SQL Server,9,0,0,0,3,58,38,8,1,0,0,0.0,0
EMP-00954,Platform,Security Engineer,MariaDB,-7,8,5,2,1,85,1,5,1,1,1,51.84,0
EMP-00955,Security,DBA,MySQL,-13,5,3,1,0,33,9,8,1,1,1,44.81,0
EMP-00956,Operations,Manager,Oracle,-30,14,14,0,6,107,28,5,0,0,0,66.82,1
EMP-00957,Infrastructure,Analyst,PostgreSQL,3,14,12,1,7,17,40,5,1,0,1,6.63,0
EMP-00958,Infrastructure,SRE,MySQL,1,12,5,5,2,5,5,6,1,1,1,50.73,0
EMP-00959,Security,Senior DBA,Oracle,112,1,0,0,3,11,43,9,1,1,0,0.0,0
EMP-00960,Infrastructure,Security Engineer,SQL Server,-14,20,16,3,4,14,49,2,1,1,1,48.34,0
EMP-00961,Infrastructure,DBA,MySQL,172,0,0,0,0,19,24,3,0,1,1,6.27,0
EMP-00962,Compliance,Developer,MariaDB,164,13,12,1,7,99,12,8,1,0,1,0.0,0
EMP-00963,Engineering,SRE,PostgreSQL,4,0,0,0,1,12,24,6,0,1,1,24.46,0
EMP-00964,Platform,Senior Developer,SQL Server,24,13,8,3,1,57,20,4,0,0,0,0.0,0
EMP-00965,Operations,Tech Lead,PostgreSQL,101,0,0,0,5,18,28,3,1,1,1,31.47,0
EMP-00966,Security,Analyst,PostgreSQL,111,19,16,3,6,50,2,3,1,0,0,0.0,0
EMP-00967,Security,Developer,PostgreSQL,19,3,0,2,7,28,14,7,1,0,1,53.75,0
EMP-00968,Data Science,SRE,MariaDB,24,15,13,2,1,9,32,10,1,1,1,0.0,0
EMP-00969,Security,Manager,MySQL,92,4,0,2,5,30,24,9,1,0,0,21.88,0
EMP-00970,Operations,SRE,PostgreSQL,98,18,12,6,4,6,7,10,0,1,0,3.68,0
EMP-00971,Operations,Tech Lead,MySQL,3,4,1,2,4,29,12,7,1,1,1,59.73,1
EMP-00972,Infrastructure,Developer,MongoDB,54,3,1,1,0,66,14,7,1,0,1,0.0,0
EMP-00973,Engineering,Security Engineer,MySQL,-28,13,9,4,3,99,17,6,1,1,0,90.44,1
EMP-00974,Engineering,Developer,PostgreSQL,126,7,3,3,7,116,19,5,1,0,1,62.15,1
EMP-00975,Compliance,SRE,MySQL,92,9,7,2,1,3,23,9,1,1,1,0.0,0
EMP-00976,Data Science,SRE,PostgreSQL,2,19,15,2,4,4,23,7,0,1,1,0.0,0
EMP-00977,Data Science,Senior DBA,MySQL,1,15,13,1,3,31,35,2,0,1,0,0.0,0
EMP-00978,Compliance,Platform Engineer,MongoDB,150,13,11,2,0,66,47,8,1,0,1,0.0,0
EMP-00979,Data Science,Analyst,Oracle,20,14,11,3,12,45,16,8,1,0,1,52.4,0
EMP-00980,Data Science,Senior DBA,MySQL,114,15,8,5,3,30,33,3,0,1,0,35.88,0
EMP-00981,DevOps,Analyst,MySQL,125,16,11,4,9,68,35,2,1,0,1,49.92,0
EMP-00982,Analytics,Tech Lead,MySQL,-43,1,0,1,1,7,10,9,1,1,0,69.52,1
EMP-00983,Platform,Senior Developer,PostgreSQL,0,15,11,2,2,62,19,8,1,0,0,0.0,0
EMP-00984,Finance,Manager,MySQL,-18,17,11,4,0,26,16,9,1,0,1,28.29,0
EMP-00985,Infrastructure,Tech Lead,MySQL,122,10,9,0,1,14,44,8,0,1,1,0.0,0
EMP-00986,Engineering,Manager,MySQL,41,2,0,2,8,36,17,9,1,0,1,55.75,1
EMP-00987,Compliance,Tech Lead,PostgreSQL,27,1,0,1,3,23,7,6,0,1,1,36.44,0
EMP-00988,Infrastructure,Security Engineer,MySQL,-42,19,13,6,3,78,44,3,1,1,1,100.0,1
EMP-00989,Security,Tech Lead,Oracle,146,15,8,6,2,4,29,6,0,1,0,27.12,0
EMP-00990,Security,Senior DBA,PostgreSQL,21,3,3,0,0,3,18,9,0,1,1,0.0,0
EMP-00991,Security,Analyst,Oracle,0,12,9,1,12,87,38,7,1,0,0,77.27,1
EMP-00992,DevOps,Developer,PostgreSQL,-39,17,14,3,0,101,6,10,0,0,1,23.49,0
EMP-00993,Operations,Senior Developer,MySQL,20,8,5,1,2,13,28,3,1,0,1,0.0,0
EMP-00994,Platform,Security Engineer,MySQL,60,8,3,5,4,89,45,2,1,1,1,74.98,1
EMP-00995,DevOps,DBA,Oracle,2,13,10,3,1,15,27,8,1,1,0,0.0,1
EMP-00996,DevOps,Manager,MySQL,-29,2,1,1,1,42,16,9,1,0,0,60.62,1
EMP-00997,Compliance,Analyst,Oracle,17,1,0,1,0,32,49,7,0,0,1,1.34,0
EMP-00998,Analytics,Analyst,MySQL,4,10,8,0,1,10,44,6,1,0,1,0.0,0
EMP-00999,Compliance,DBA,MySQL,30,19,14,5,0,16,5,7,1,1,1,0.0,0
EMP-01000,Analytics,Platform Engineer,MySQL,34,12,6,6,1,107,39,3,0,0,1,50.1,0
EMP-01001,DevOps,Platform Engineer,MySQL,99,11,10,0,1,63,28,5,1,0,0,0.0,0
EMP-01002,DevOps,Analyst,Oracle,29,8,1,5,8,52,33,3,0,0,1,100.0,1
EMP-01003,Security,Manager,Oracle,168,20,18,2,0,20,2,6,1,0,0,0.0,0
EMP-01004,Platform,Developer,MySQL,101,4,3,0,8,67,5,6,1,0,0,24.77,0
EMP-01005,Operations,Senior DBA,Oracle,12,0,0,0,4,4,37,9,1,1,0,1.25,0
EMP-01006,Engineering,Tech Lead,Oracle,6,15,9,5,2,12,48,4,0,1,0,42.26,0
EMP-01007,Security,Developer,PostgreSQL,87,12,6,6,1,62,50,9,1,0,0,0.0,0
EMP-01008,Security,Tech Lead,Oracle,115,9,5,2,3,27,28,7,1,1,0,0.0,0
EMP-01009,Compliance,Senior DBA,PostgreSQL,-2,12,10,0,4,20,50,2,0,1,0,24.62,0
EMP-01010,Platform,Security Engineer,PostgreSQL,20,17,14,2,3,91,12,10,0,1,0,0.0,0
EMP-01011,Compliance,Senior DBA,MongoDB,4,8,4,3,4,8,46,7,1,1,1,35.7,0
EMP-01012,Platform,Platform Engineer,MySQL,-38,6,4,1,4,106,26,3,1,0,1,100.0,1
EMP-01013,Engineering,DBA,MySQL,25,0,0,0,1,22,29,2,1,1,0,0.0,0
EMP-01014,Operations,Developer,Oracle,178,19,12,5,1,15,35,2,0,0,1,0.0,0
EMP-01015,Operations,Tech Lead,MariaDB,99,19,14,5,3,19,28,7,1,1,1,0.0,0
EMP-01016,Security,DBA,PostgreSQL,8,15,12,2,0,10,21,5,1,1,0,0.0,0
EMP-01017,Finance,Senior Developer,Oracle,-32,13,6,6,3,94,26,6,0,0,0,100.0,1
EMP-01018,DevOps,Security Engineer,MySQL,60,6,2,3,1,15,9,2,0,1,0,33.19,0
EMP-01019,Analytics,Manager,Oracle,-41,17,16,1,7,42,23,2,1,0,0,56.49,1
EMP-01020,Finance,SRE,PostgreSQL,27,16,14,0,4,32,43,7,1,1,0,0.0,0
EMP-01021,Infrastructure,Analyst,Oracle,35,13,8,4,9,75,20,8,1,0,1,55.13,1
EMP-01022,Security,Analyst,MariaDB,118,6,4,1,9,118,49,2,1,0,1,64.88,1
EMP-01023,Operations,Senior Developer,PostgreSQL,-6,1,0,1,6,108,21,8,1,0,1,93.81,1
EMP-01024,Platform,Tech Lead,MySQL,39,10,6,4,8,29,31,8,1,1,0,46.23,0
EMP-01025,Engineering,Security Engineer,MySQL,144,18,16,2,0,29,19,6,1,1,0,0.0,0
EMP-01026,Platform,DBA,MySQL,1,18,16,2,2,10,38,8,1,1,0,0.0,0
EMP-01027,Operations,Senior DBA,MongoDB,18,11,7,3,1,14,20,5,1,1,0,0.0,0
EMP-01028,Compliance,Developer,SQL Server,108,7,6,1,3,117,34,10,1,0,0,0.0,0
EMP-01029,Engineering,Tech Lead,Oracle,134,19,17,0,3,14,32,4,1,1,1,0.0,0
EMP-01030,Finance,Senior DBA,Oracle,54,14,12,1,4,6,13,5,1,1,1,0.0,0
EMP-01031,Security,Tech Lead,PostgreSQL,117,18,15,2,5,1,15,9,0,1,1,0.0,0
EMP-01032,Engineering,Tech Lead,Oracle,117,4,1,1,3,16,13,3,1,1,1,22.81,0
EMP-01033,Security,Senior Developer,MySQL,-44,13,6,6,8,15,43,8,1,0,0,100.0,1
EMP-01034,Analytics,Developer,MySQL,15,13,11,2,2,91,2,9,1,0,1,0.0,0
EMP-01035,Security,SRE,PostgreSQL,33,20,19,1,4,5,39,10,1,1,0,0.0,0
EMP-01036,DevOps,SRE,MariaDB,120,3,2,1,0,2,25,6,1,1,1,0.0,0
EMP-01037,Security,Platform Engineer,PostgreSQL,0,15,12,1,6,111,37,6,1,0,1,7.78,0
EMP-01038,Analytics,Developer,PostgreSQL,80,15,14,1,1,117,33,8,1,0,1,0.0,0
EMP-01039,Infrastructure,Security Engineer,Oracle,39,11,11,0,3,62,12,4,0,1,1,0.0,0
EMP-01040,Finance,Platform Engineer,Oracle,3,3,0,2,0,89,41,3,0,0,0,64.95,1
EMP-01041,Engineering,Platform Engineer,MySQL,160,13,5,6,5,25,7,4,1,0,1,58.65,1
EMP-01042,Platform,SRE,PostgreSQL,36,15,8,6,4,36,21,9,1,1,1,22.56,0
EMP-01043,Platform,Tech Lead,Oracle,59,6,2,2,0,29,6,9,0,1,1,0.0,0
EMP-01044,DevOps,Manager,Oracle,40,20,15,4,5,10,22,2,1,0,1,0.0,0
EMP-01045,Operations,Security Engineer,PostgreSQL,52,8,2,4,0,65,24,8,1,1,0,3.31,0
EMP-01046,Operations,SRE,MySQL,165,2,1,1,1,28,32,10,1,1,0,0.0,0
EMP-01047,DevOps,Developer,PostgreSQL,13,13,7,6,5,17,31,10,0,0,0,39.41,0
EMP-01048,Analytics,Platform Engineer,MySQL,1,19,16,3,8,50,22,8,1,0,0,2.29,0
EMP-01049,Security,Manager,PostgreSQL,83,6,6,0,4,59,16,7,1,0,1,0.0,0
EMP-01050,Operations,Senior DBA,Oracle,39,4,0,2,0,21,37,10,1,1,1,0.0,0
EMP-01051,Compliance,Manager,PostgreSQL,55,7,2,3,2,58,28,2,0,0,0,38.44,0
EMP-01052,DevOps,SRE,Oracle,129,18,15,1,1,5,30,2,0,1,0,0.0,0
EMP-01053,Security,Senior DBA,PostgreSQL,47,17,15,0,4,3,47,9,1,1,1,0.0,0
EMP-01054,Finance,Platform Engineer,PostgreSQL,4,11,7,4,7,10,10,7,1,0,0,43.66,0
EMP-01055,Infrastructure,SRE,Oracle,30,1,0,1,3,18,41,4,0,1,1,51.32,0
EMP-01056,DevOps,Tech Lead,MySQL,109,17,14,3,5,17,4,9,1,1,1,0.0,0
EMP-01057,Operations,SRE,Oracle,43,4,3,1,3,11,45,3,1,1,0,1.27,0
EMP-01058,Compliance,Tech Lead,Oracle,76,13,9,4,5,5,8,10,0,1,0,10.04,0
EMP-01059,Platform,Tech Lead,PostgreSQL,5,0,0,0,1,23,8,8,1,1,0,0.0,0
EMP-01060,Data Science,Analyst,Oracle,-41,7,1,4,9,64,43,5,0,0,1,100.0,1
EMP-01061,DevOps,Manager,MongoDB,40,20,15,4,5,47,12,2,1,0,1,0.0,0
EMP-01062,Operations,Analyst,MongoDB,26,0,0,0,3,11,23,3,1,0,1,9.09,0
EMP-01063,DevOps,Platform Engineer,SQL Server,133,0,0,0,2,64,37,9,1,0,0,0.0,0
EMP-01064,Infrastructure,Manager,Oracle,72,3,2,1,7,82,33,6,1,0,0,40.2,0
EMP-01065,Security,Senior Developer,MariaDB,6,6,3,1,0,75,20,6,1,0,0,0.0,0
EMP-01066,Analytics,Security Engineer,PostgreSQL,-38,10,2,6,1,39,26,5,1,1,0,100.0,1
EMP-01067,DevOps,Security Engineer,MySQL,22,12,8,2,3,98,25,7,1,1,0,0.0,0
EMP-01068,Operations,Developer,MariaDB,23,5,1,2,4,118,48,10,0,0,0,37.44,0
EMP-01069,Data Science,Security Engineer,MongoDB,20,16,11,4,2,26,41,8,0,1,1,0.0,0
EMP-01070,Platform,Developer,SQL Server,-16,2,1,1,1,40,5,3,0,0,0,100.0,0
EMP-01071,Finance,DBA,Oracle,120,16,14,1,4,7,19,4,1,1,0,0.0,0
EMP-01072,Platform,SRE,MariaDB,10,16,11,4,0,19,50,3,1,1,1,0.0,0
EMP-01073,Platform,Senior DBA,PostgreSQL,4,9,6,1,3,20,40,3,1,1,1,11.8,1
EMP-01074,Finance,Platform Engineer,MySQL,-21,1,1,0,1,89,19,8,0,0,1,83.98,1
EMP-01075,Platform,DBA,PostgreSQL,83,10,4,5,1,33,31,9,0,1,1,25.95,0
EMP-01076,Platform,Senior Developer,Oracle,33,16,8,6,3,17,49,3,0,0,1,49.43,0
EMP-01077,Compliance,Developer,MongoDB,7,11,5,4,7,98,6,5,1,0,0,70.01,1
EMP-01078,Platform,Senior Developer,PostgreSQL,-10,19,15,2,1,60,23,5,1,0,1,0.0,0
EMP-01079,Data Science,Analyst,Oracle,-12,5,4,1,8,107,5,2,1,0,0,100.0,1
EMP-01080,Analytics,Developer,MySQL,99,18,14,2,5,43,33,3,1,0,1,0.0,0
EMP-01081,Data Science,Platform Engineer,PostgreSQL,71,5,4,1,8,28,25,10,1,0,1,15.28,0
EMP-01082,Compliance,Developer,Oracle,150,14,8,6,5,111,22,5,1,0,0,50.24,0
EMP-01083,Infrastructure,Developer,Oracle,172,11,10,0,2,40,3,3,0,0,0,0.0,0
EMP-01084,DevOps,Security Engineer,PostgreSQL,122,2,0,2,2,81,22,2,1,1,1,38.77,0
EMP-01085,Engineering,Platform Engineer,Oracle,12,2,0,2,3,23,24,9,1,0,0,10.18,0
EMP-01086,Engineering,Senior Developer,Oracle,62,8,2,4,0,48,25,3,1,0,1,18.97,0
EMP-01087,Infrastructure,Security Engineer,PostgreSQL,-24,15,8,5,4,29,5,8,0,1,0,100.0,1
EMP-01088,Analytics,Platform Engineer,Oracle,86,18,17,0,8,101,50,8,0,0,1,0.0,0
EMP-01089,Compliance,Platform Engineer,Oracle,140,10,10,0,8,58,25,3,1,0,1,0.0,0
EMP-01090,Engineering,SRE,PostgreSQL,-42,8,6,0,4,33,46,10,0,1,1,70.12,1
EMP-01091,Security,Developer,PostgreSQL,29,14,11,2,2,70,11,3,0,0,1,0.0,0
EMP-01092,Operations,Security Engineer,PostgreSQL,117,14,8,6,2,56,15,5,1,1,0,15.83,0
EMP-01093,Data Science,Analyst,Oracle,164,2,1,0,2,49,20,5,0,0,0,1.89,0
EMP-01094,Operations,Analyst,PostgreSQL,63,20,18,0,6,109,36,6,0,0,1,0.0,0
EMP-01095,Data Science,Developer,Oracle,-10,17,16,0,7,117,9,5,1,0,0,21.35,0
EMP-01096,DevOps,Senior DBA,MySQL,147,9,8,0,4,19,14,2,1,1,1,0.0,0
EMP-01097,Operations,Analyst,PostgreSQL,134,18,17,0,8,102,34,10,1,0,1,0.0,0
EMP-01098,Operations,Developer,MySQL,173,13,10,2,6,84,16,3,0,0,1,23.75,0
EMP-01099,Compliance,DBA,MySQL,-13,16,11,3,3,26,46,2,0,1,1,83.79,1
EMP-01100,Operations,DBA,PostgreSQL,124,12,8,2,2,11,19,8,0,1,1,0.0,0
EMP-01101,Infrastructure,Analyst,MySQL,111,20,14,5,10,27,5,4,0,0,0,50.94,0
EMP-01102,Engineering,Developer,PostgreSQL,147,20,12,6,8,28,5,5,1,0,0,32.85,0
EMP-01103,Finance,Senior Developer,PostgreSQL,-41,20,17,1,5,10,47,3,1,0,0,16.11,0
EMP-01104,Analytics,Senior DBA,MySQL,77,4,1,2,3,18,40,7,0,1,0,29.12,0
EMP-01105,Security,SRE,MariaDB,157,6,4,2,2,5,2,9,0,1,1,0.0,0
EMP-01106,DevOps,Senior Developer,MariaDB,20,8,5,2,5,109,22,9,0,0,1,30.77,0
EMP-01107,Analytics,Tech Lead,Oracle,118,19,18,1,2,12,28,6,1,1,0,0.0,0
EMP-01108,Data Science,DBA,Oracle,132,17,16,1,2,20,3,6,0,1,0,0.0,0
EMP-01109,Finance,Manager,Oracle,1,3,1,2,5,14,46,8,1,0,0,56.4,1
EMP-01110,Security,Analyst,MySQL,1,15,8,6,7,99,43,8,1,0,0,81.44,1
EMP-01111,Engineering,Platform Engineer,MySQL,4,11,11,0,3,56,25,8,1,0,0,0.0,0
EMP-01112,Finance,Analyst,MySQL,62,19,14,4,6,74,35,4,0,0,1,16.79,0
EMP-01113,Infrastructure,Senior Developer,MySQL,-25,2,0,0,2,54,44,8,1,0,0,69.88,1
EMP-01114,DevOps,DBA,Oracle,-24,12,7,4,0,32,48,4,1,1,1,90.47,1
EMP-01115,Operations,Security Engineer,SQL Server,42,2,0,2,2,46,27,2,1,1,0,31.19,0
EMP-01116,Finance,Senior Developer,MySQL,166,16,13,3,8,81,7,3,1,0,1,16.31,0
EMP-01117,Infrastructure,Senior Developer,PostgreSQL,103,5,3,1,1,111,40,7,1,0,1,0.0,0
EMP-01118,Platform,Senior DBA,MongoDB,42,2,0,2,2,27,33,6,0,1,1,33.24,0
EMP-01119,Finance,Analyst,SQL Server,-23,17,11,4,8,65,5,7,0,0,1,100.0,1
EMP-01120,Engineering,SRE,PostgreSQL,63,4,1,1,4,25,1,4,1,1,0,19.61,0
EMP-01121,Infrastructure,Manager,Oracle,151,8,3,3,1,64,40,4,0,0,0,22.23,0
EMP-01122,Finance,Platform Engineer,MariaDB,13,3,0,1,4,58,19,6,0,0,0,38.67,0
EMP-01123,Engineering,Senior DBA,MySQL,71,20,18,0,4,10,14,5,0,1,0,0.0,0
EMP-01124,Data Science,Tech Lead,SQL Server,72,13,7,6,8,23,9,5,0,1,1,100.0,1
EMP-01125,DevOps,DBA,PostgreSQL,-39,18,16,0,3,16,22,10,0,1,1,2.22,0
EMP-01126,Finance,Developer,PostgreSQL,46,3,3,0,3,73,19,9,1,0,0,0.0,0
EMP-01127,Security,Senior DBA,PostgreSQL,178,13,12,1,4,22,3,4,1,1,0,0.0,1
EMP-01128,Data Science,Senior DBA,MySQL,-15,10,4,6,1,36,14,4,0,1,0,100.0,1
EMP-01129,Engineering,Analyst,MySQL,16,12,12,0,9,11,19,4,1,0,0,0.0,0
EMP-01130,Data Science,Senior DBA,MySQL,167,13,8,4,4,19,5,7,1,1,1,6.27,0
EMP-01131,Security,Analyst,MongoDB,27,13,9,3,8,55,8,5,1,0,1,30.17,0
EMP-01132,Finance,Developer,PostgreSQL,41,12,8,4,5,72,50,5,1,0,0,15.2,0
EMP-01133,Data Science,Tech Lead,PostgreSQL,27,4,1,3,6,5,15,9,1,1,0,42.02,0
EMP-01134,Finance,Platform Engineer,MySQL,76,14,10,2,4,112,27,8,1,0,0,0.0,0
EMP-01135,Operations,Tech Lead,Oracle,2,17,11,5,5,7,11,6,0,1,0,62.12,1
EMP-01136,Analytics,Platform Engineer,Oracle,-25,20,12,6,6,107,44,2,0,0,1,100.0,1
EMP-01137,Data Science,Tech Lead,MySQL,98,17,15,1,2,30,35,3,0,1,1,0.0,0
EMP-01138,DevOps,Senior DBA,MySQL,38,8,4,2,2,28,10,9,0,1,0,0.0,0
EMP-01139,Compliance,Manager,MySQL,5,8,2,4,1,97,25,7,1,0,1,40.65,0
EMP-01140,Security,DBA,PostgreSQL,130,3,2,0,2,3,3,6,1,1,0,0.0,0
EMP-01141,Infrastructure,Security Engineer,Oracle,-30,1,1,0,2,120,34,7,0,1,0,100.0,1
EMP-01142,Data Science,Manager,MariaDB,129,8,1,5,7,15,13,10,1,0,1,65.84,1
EMP-01143,Compliance,Manager,Oracle,1,10,4,5,0,81,48,3,1,0,1,60.16,1
EMP-01144,Analytics,DBA,MySQL,111,6,2,3,3,12,5,9,0,1,1,32.25,0
EMP-01145,Data Science,Platform Engineer,MySQL,60,5,3,0,3,27,35,2,0,0,0,5.94,0
EMP-01146,Compliance,Senior Developer,PostgreSQL,26,15,9,4,8,29,4,9,0,0,0,36.79,0
EMP-01147,Infrastructure,Analyst,PostgreSQL,7,5,0,3,12,54,34,7,1,0,0,100.0,1
EMP-01148,Analytics,SRE,MariaDB,41,11,4,5,1,4,25,5,0,1,0,30.46,0
EMP-01149,Data Science,Senior Developer,MariaDB,130,5,3,1,2,119,16,7,1,0,0,0.0,0
EMP-01150,Compliance,Tech Lead,Oracle,154,2,0,2,2,11,7,3,1,1,1,31.17,0
EMP-01151,Security,Manager,PostgreSQL,165,0,0,0,1,102,18,5,0,0,0,6.06,0
EMP-01152,Compliance,Senior DBA,SQL Server,22,6,1,3,0,20,25,9,0,1,1,17.24,0
EMP-01153,Infrastructure,Developer,Oracle,38,16,14,1,3,57,43,4,1,0,1,0.0,0
EMP-01154,Analytics,Senior Developer,PostgreSQL,18,9,3,4,8,26,44,7,1,0,0,60.13,1
EMP-01155,Operations,Senior Developer,PostgreSQL,112,8,4,3,8,41,8,7,0,0,0,59.36,1
EMP-01156,DevOps,Senior Developer,Oracle,3,5,1,2,4,120,5,4,1,0,1,86.82,1
EMP-01157,Operations,Analyst,Oracle,38,20,13,5,0,9,17,10,0,0,0,0.0,0
EMP-01158,Compliance,Security Engineer,PostgreSQL,86,14,9,5,3,102,7,9,0,1,1,24.11,0
EMP-01159,Infrastructure,Security Engineer,Oracle,72,6,3,2,1,38,13,8,0,1,1,5.22,0
EMP-01160,Data Science,Senior Developer,MySQL,1,13,8,3,5,86,14,6,1,0,1,41.54,0
EMP-01161,Engineering,Analyst,Oracle,113,17,13,3,8,87,37,5,0,0,0,25.52,0
EMP-01162,Data Science,Security Engineer,MongoDB,99,10,5,5,2,10,33,6,0,1,0,28.31,0
EMP-01163,Platform,Developer,PostgreSQL,-33,15,13,1,4,72,33,2,1,0,0,42.27,0
EMP-01164,Operations,Senior Developer,PostgreSQL,139,12,11,0,3,25,12,8,1,0,1,0.0,0
EMP-01165,Compliance,Manager,Oracle,0,7,4,2,1,26,18,2,0,0,1,48.06,0
EMP-01166,Analytics,Tech Lead,PostgreSQL,-29,9,4,5,5,28,34,7,0,1,1,100.0,1
EMP-01167,Finance,Security Engineer,SQL Server,100,18,16,0,3,105,8,2,1,1,1,0.0,0
EMP-01168,Engineering,DBA,Oracle,109,6,3,3,2,19,12,7,1,1,0,1.46,0
EMP-01169,Infrastructure,SRE,MySQL,59,16,11,3,1,21,14,7,0,1,0,0.0,0
EMP-01170,Operations,Developer,PostgreSQL,-16,19,17,2,3,104,26,10,1,0,1,3.01,0
EMP-01171,Compliance,DBA,PostgreSQL,127,1,1,0,2,7,8,6,1,1,0,0.0,0
EMP-01172,Platform,Security Engineer,Oracle,42,2,0,2,0,117,10,2,1,1,1,32.27,0
EMP-01173,Analytics,Analyst,Oracle,-34,7,4,3,10,65,36,3,1,0,0,100.0,1
EMP-01174,DevOps,Developer,Oracle,0,20,19,1,5,97,41,5,0,0,1,0.0,0
EMP-01175,Platform,Developer,MariaDB,-32,8,5,1,5,64,5,8,1,0,1,83.63,1
EMP-01176,Engineering,Platform Engineer,MySQL,7,19,15,3,6,65,35,4,1,0,0,0.0,0
EMP-01177,Analytics,DBA,PostgreSQL,15,5,3,1,3,6,23,9,1,1,0,0.0,0
EMP-01178,Data Science,Analyst,MySQL,123,14,11,3,0,18,29,9,1,0,1,0.0,0
EMP-01179,Platform,Senior Developer,MySQL,14,18,16,1,4,58,27,2,1,0,0,0.0,0
EMP-01180,DevOps,Senior Developer,Oracle,12,20,17,3,8,115,1,8,0,0,1,4.34,0
EMP-01181,Analytics,Developer,MariaDB,26,2,0,2,2,82,44,3,1,0,1,32.79,0
EMP-01182,Data Science,Senior Developer,Oracle,-17,18,11,5,5,22,25,4,1,0,0,100.0,1
EMP-01183,Compliance,Senior DBA,PostgreSQL,2,20,14,4,1,12,13,3,1,1,1,0.0,0
EMP-01184,Operations,Developer,MySQL,179,7,5,0,2,63,30,2,1,0,1,0.0,0
EMP-01185,Platform,DBA,MySQL,21,20,13,5,3,26,4,7,1,1,0,0.0,0
EMP-01186,Data Science,Senior Developer,Oracle,48,6,2,3,8,90,8,9,0,0,1,92.72,1
EMP-01187,Data Science,Tech Lead,PostgreSQL,-10,18,12,6,4,25,28,8,1,1,0,62.36,1
EMP-01188,Platform,Manager,MongoDB,-39,1,0,1,3,24,1,7,0,0,1,100.0,1
EMP-01189,Platform,SRE,PostgreSQL,31,9,5,3,0,34,31,8,1,1,0,0.0,0
EMP-01190,Compliance,Security Engineer,MySQL,128,0,0,0,3,62,13,5,1,1,0,8.54,0
EMP-01191,Platform,Senior Developer,Oracle,18,15,12,3,1,29,19,3,1,0,1,0.0,0
EMP-01192,Compliance,DBA,MySQL,78,3,0,2,2,9,27,6,1,1,1,16.31,0
EMP-01193,Security,Analyst,MongoDB,91,13,8,3,2,55,30,3,1,0,0,0.0,0
EMP-01194,Operations,DBA,MySQL,3,1,0,0,3,6,32,9,1,1,1,24.38,0
EMP-01195,Analytics,Security Engineer,PostgreSQL,52,18,16,2,2,25,35,8,1,1,1,0.0,0
EMP-01196,Engineering,Analyst,MySQL,116,18,10,6,2,79,6,3,0,0,1,31.02,0
EMP-01197,Operations,Manager,Oracle,-12,13,13,0,2,74,45,8,1,0,0,0.0,0
EMP-01198,Engineering,Tech Lead,PostgreSQL,41,0,0,0,0,28,41,5,1,1,0,0.0,0
EMP-01199,Compliance,Platform Engineer,MySQL,0,4,0,3,4,55,11,2,1,0,0,84.02,1
EMP-01200,Operations,Senior Developer,MongoDB,115,12,5,6,2,8,14,7,0,0,1,33.0,0
EMP-01201,Finance,SRE,SQL Server,7,7,3,2,3,13,25,2,1,1,1,46.09,0
EMP-01202,Infrastructure,Developer,MariaDB,27,12,7,4,3,43,23,5,1,0,1,9.58,0
EMP-01203,Data Science,SRE,MySQL,96,17,16,0,4,14,30,9,0,1,0,0.0,0
EMP-01204,DevOps,Senior DBA,MySQL,121,6,4,0,4,7,49,4,1,1,0,0.0,0
